"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
489119,"Miley, Wade","Pit",158,885,885,617,11.261,268,11.261,0.8135593220338984,0.18418079096045198,0.0022598870056497176
671106,"Allen, Logan","Pit",114,944,944,601,11.516,343,11.516,0.6684322033898306,0.3305084745762712,0.001059322033898305
608718,"Suter, Brent","Pit",115,497,497,302,11.923,195,11.923,0.5875251509054326,0.4084507042253521,0.004024144869215292
656605,"Keller, Mitch","Pit",134,1316,1316,842,12.095,474,12.095,0.5957446808510638,0.40197568389057753,0.0022796352583586625
596001,"Junis, Jakob","Pit",137,608,608,363,12.245,245,12.245,0.6611842105263158,0.3371710526315789,0.001644736842105263
571927,"Matz, Steven","Pit",138,842,842,522,12.345,320,12.345,0.6163895486935868,0.3824228028503563,0.0011876484560570072
676596,"Fleming, Josh","Pit",139,329,329,222,12.486,107,12.486,0.601823708206687,0.3981762917933131,0
448179,"Hill, Rich","Pit",135,1171,1171,682,12.518,489,12.518,0.5824081981212639,0.41417591801878734,0.0034158838599487617
660813,"Graterol, Brusdar","Pit",119,384,384,231,12.583,153,12.583,0.7473958333333334,0.2526041666666667,0
571945,"Mikolas, Miles","Pit",138,1380,1380,881,12.601,499,12.601,0.5659420289855073,0.43043478260869567,0.0036231884057971015
592836,"Walker, Taijuan","Pit",143,1310,1310,900,12.675,410,12.675,0.6,0.39923664122137403,0.0007633587786259542
693821,"Elder, Bryce","Pit",144,1247,1247,798,12.681,449,12.681,0.5132317562149158,0.48115477145148355,0.0056134723336006415
621389,"Blach, Ty","Pit",115,552,552,304,12.715,248,12.715,0.5,0.49818840579710144,0.0018115942028985507
663687,"Harris, Hogan","Pit",133,509,509,296,12.735,213,12.735,0.5717092337917485,0.4223968565815324,0.005893909626719057
674370,"Bido, Osvaldo","Pit",134,437,437,235,12.761,202,12.761,0.4576659038901602,0.5377574370709383,0.004576659038901602
686973,"Varland, Louie","Pit",142,431,431,290,12.763,141,12.763,0.6148491879350348,0.3851508120649652,0
615698,"Quantrill, Cal","Pit",114,772,772,467,12.78,305,12.78,0.5621761658031088,0.4378238341968912,0
594835,"Gonzales, Marco","Pit",136,370,370,215,12.837,155,12.837,0.5594594594594594,0.44054054054054054,0
682990,"Priester, Quinn","Pit",134,382,382,270,12.838,112,12.838,0.5732984293193717,0.42670157068062825,0
607755,"Vasquez, Andrew","Pit",116,405,405,180,12.92,225,12.92,0.654320987654321,0.3432098765432099,0.0024691358024691358
622491,"Castillo, Luis","Pit",136,1352,1352,905,12.93,447,12.93,0.5680473372781065,0.4319526627218935,0
502624,"Anderson, Chase","Pit",115,676,676,430,12.958,246,12.958,0.5177514792899408,0.4822485207100592,0
641540,"Dunning, Dane","Pit",140,1208,1208,785,12.96,423,12.96,0.5670529801324503,0.4304635761589404,0.0024834437086092716
641745,"Keller, Brad","Pit",118,383,383,227,12.995,156,12.995,0.5091383812010444,0.4908616187989556,0
694363,"Shuster, Jared","Pit",144,389,389,259,13.031,130,13.031,0.5167095115681234,0.4755784061696658,0.007712082262210797
594902,"Lively, Ben","Pit",113,643,643,425,13.034,218,13.034,0.5987558320373251,0.39968895800933124,0.0015552099533437014
641482,"Cortes, Nestor","Pit",147,473,473,316,13.035,157,13.035,0.5496828752642706,0.44820295983086683,0.0021141649048625794
622072,"Wood, Alex","Pit",137,792,792,488,13.04,304,13.04,0.5845959595959596,0.4128787878787879,0.0025252525252525255
663738,"Lynch IV, Daniel","Pit",118,352,352,207,13.053,145,13.053,0.5369318181818182,0.45738636363636365,0.005681818181818182
663903,"Singer, Brady","Pit",118,1167,1167,677,13.062,490,13.062,0.5029991431019709,0.493573264781491,0.003427592116538132
642048,"Saucedo, Tayler","Pit",136,351,351,181,13.098,170,13.098,0.5612535612535613,0.43874643874643876,0
682847,"Ortiz, Luis L.","Pit",134,647,647,362,13.126,285,13.126,0.4312210200927357,0.5641421947449768,0.00463678516228748
657277,"Webb, Logan","Pit",137,1453,1453,1017,13.131,436,13.131,0.6056434962147281,0.3936682725395733,0.0006882312456985547
571510,"Boyd, Matthew","Pit",116,510,510,342,13.137,168,13.137,0.5470588235294118,0.45098039215686275,0.00196078431372549
669373,"Skubal, Tarik","Pit",116,486,486,315,13.173,171,13.173,0.5267489711934157,0.4691358024691358,0.00411522633744856
592866,"Williams, Trevor","Pit",120,1197,1197,773,13.227,424,13.227,0.5488721804511278,0.4469507101086048,0.004177109440267335
593958,"Rodriguez, Eduardo","Pit",116,1056,1056,686,13.245,370,13.245,0.5454545454545454,0.45265151515151514,0.001893939393939394
677960,"Weathers, Ryan","Pit",146,492,492,323,13.27,169,13.27,0.540650406504065,0.45934959349593496,0
661527,"Martinez, Seth","Pit",117,358,358,147,13.281,211,13.281,0.33519553072625696,0.6564245810055865,0.008379888268156424
477132,"Kershaw, Clayton","Pit",119,823,823,573,13.302,250,13.302,0.520048602673147,0.4775212636695018,0.002430133657351154
666200,"Luzardo, Jesús","Pit",146,1268,1268,872,13.323,396,13.323,0.639589905362776,0.3588328075709779,0.0015772870662460567
543475,"Lyles, Jordan","Pit",118,1255,1255,892,13.339,363,13.339,0.5601593625498008,0.43824701195219123,0.0015936254980079682
571882,"Law, Derek","Pit",113,383,383,212,13.409,171,13.409,0.45691906005221933,0.5404699738903395,0.0026109660574412533
669461,"Liberatore, Matthew","Pit",138,465,465,277,13.416,188,13.416,0.46881720430107526,0.5225806451612903,0.008602150537634409
641627,"Gott, Trevor","Pit",121,472,472,252,13.421,220,13.421,0.4300847457627119,0.5677966101694916,0.00211864406779661
668881,"Greene, Hunter","Pit",113,874,874,564,13.424,310,13.424,0.517162471395881,0.4805491990846682,0.002288329519450801
543521,"McHugh, Collin","Pit",144,451,451,223,13.43,228,13.43,0.3991130820399113,0.6008869179600886,0
650644,"Civale, Aaron","Pit",139,904,904,599,13.461,305,13.461,0.4922566371681416,0.5033185840707964,0.004424778761061947
641927,"Ober, Bailey","Pit",142,944,944,692,13.468,252,13.468,0.5391949152542372,0.4565677966101695,0.00423728813559322
676477,"Whitlock, Garrett","Pit",111,503,503,334,13.498,169,13.498,0.5129224652087475,0.4870775347912525,0
543101,"DeSclafani, Anthony","Pit",137,715,715,494,13.52,221,13.52,0.5482517482517483,0.45034965034965035,0.0013986013986013986
571948,"Milner, Hoby","Pit",158,520,520,315,13.527,205,13.527,0.6269230769230769,0.37115384615384617,0.0019230769230769232
608344,"Irvin, Cole","Pit",110,546,546,357,13.565,189,13.565,0.4835164835164835,0.5164835164835165,0
596295,"Gomber, Austin","Pit",115,963,963,595,13.579,368,13.579,0.46625129802699894,0.5327102803738317,0.0010384215991692627
650911,"Sánchez, Cristopher","Pit",143,621,621,442,13.587,179,13.587,0.5217391304347826,0.47665056360708535,0.001610305958132045
680704,"Sandlin, Nick","Pit",114,473,473,277,13.616,196,13.616,0.47357293868921774,0.5264270613107822,0
571760,"Heaney, Andrew","Pit",140,1148,1148,717,13.639,431,13.639,0.4738675958188153,0.524390243902439,0.0017421602787456446
502171,"Cobb, Alex","Pit",137,1154,1154,795,13.668,359,13.668,0.4731369150779896,0.5190641247833622,0.00779896013864818
641778,"Lauer, Eric","Pit",158,375,375,251,13.735,124,13.735,0.44266666666666665,0.5573333333333333,0
527048,"Pérez, Martín","Pit",140,986,986,615,13.764,371,13.764,0.4482758620689655,0.550709939148073,0.0010141987829614604
605288,"Houser, Adrian","Pit",158,830,830,520,13.767,310,13.767,0.4397590361445783,0.555421686746988,0.004819277108433735
656557,"Houck, Tanner","Pit",111,806,806,500,13.769,306,13.769,0.43424317617866004,0.56575682382134,0
672851,"Adon, Joan","Pit",120,403,403,249,13.776,154,13.776,0.43672456575682383,0.5583126550868487,0.004962779156327543
678394,"Bello, Brayan","Pit",111,1125,1125,715,13.778,410,13.778,0.464,0.5333333333333333,0.0026666666666666666
669854,"Blanco, Ronel","Pit",117,377,377,233,13.791,144,13.791,0.40583554376657827,0.5915119363395226,0.002652519893899204
641771,"Kuhl, Chad","Pit",120,374,374,208,13.826,166,13.826,0.42245989304812837,0.5721925133689839,0.0053475935828877
642545,"Barria, Jaime","Pit",108,606,606,359,13.853,247,13.853,0.4389438943894389,0.5577557755775577,0.0033003300330033004
628452,"Iglesias, Raisel","Pit",144,360,360,250,13.859,110,13.859,0.5361111111111111,0.46111111111111114,0.002777777777777778
669674,"Long, Sam","Pit",133,334,334,178,13.864,156,13.864,0.38023952095808383,0.6137724550898204,0.005988023952095809
571578,"Corbin, Patrick","Pit",120,1314,1314,824,13.881,490,13.881,0.439117199391172,0.558599695585997,0.00228310502283105
621107,"Eflin, Zach","Pit",139,1114,1114,807,13.882,307,13.882,0.5368043087971275,0.45960502692998206,0.003590664272890485
640455,"Manaea, Sean","Pit",137,878,878,553,13.884,325,13.884,0.5170842824601367,0.4783599088838269,0.004555808656036446
674003,"Bradford, Cody","Pit",140,401,401,262,13.886,139,13.886,0.456359102244389,0.5386533665835411,0.004987531172069825
656849,"Peterson, David","Pit",121,890,890,556,13.913,334,13.913,0.4303370786516854,0.5662921348314607,0.0033707865168539327
630023,"Chirinos, Yonny","Pit",144,583,583,392,13.953,191,13.953,0.4528301886792453,0.5471698113207547,0
622663,"Severino, Luis","Pit",147,623,623,402,13.956,221,13.956,0.45585874799357945,0.5393258426966292,0.004815409309791332
572020,"Paxton, James","Pit",111,687,687,444,13.962,243,13.962,0.47016011644832606,0.5254730713245997,0.004366812227074236
593334,"Germán, Domingo","Pit",147,652,652,495,13.987,157,13.987,0.5199386503067485,0.4785276073619632,0.0015337423312883436
669456,"Bieber, Shane","Pit",114,873,873,623,13.989,250,13.989,0.47766323024054985,0.5189003436426117,0.003436426116838488
596133,"Weaver, Luke","Pit",147,986,986,641,14.034,345,14.034,0.4198782961460446,0.5760649087221096,0.004056795131845842
621383,"Banks, Tanner","Pit",145,424,424,235,14.059,189,14.059,0.4481132075471698,0.5471698113207547,0.0047169811320754715
680570,"Rodriguez, Grayson","Pit",110,894,894,591,14.059,303,14.059,0.46420581655480986,0.5302013422818792,0.005592841163310962
570632,"Ureña, José","Pit",145,341,341,231,14.068,110,14.068,0.4750733137829912,0.5219941348973607,0.002932551319648094
645261,"Alcantara, Sandy","Pit",146,1061,1061,727,14.069,334,14.069,0.4816211121583412,0.5164938737040528,0.001885014137606032
663658,"Ward, Thaddeus","Pit",120,357,357,183,14.075,174,14.075,0.37254901960784315,0.6218487394957983,0.0056022408963585435
666129,"Garrett, Braxton","Pit",146,1027,1027,721,14.11,306,14.11,0.4537487828627069,0.5452775073028238,0.0009737098344693282
657006,"Steele, Justin","Pit",112,1096,1096,706,14.115,390,14.115,0.4343065693430657,0.5638686131386861,0.0018248175182481751
676272,"Miller, Bobby","Pit",119,850,850,584,14.128,266,14.128,0.4764705882352941,0.5176470588235295,0.0058823529411764705
672710,"Contreras, Roansy","Pit",134,461,461,298,14.141,163,14.141,0.44685466377440347,0.5509761388286334,0.0021691973969631237
450203,"Morton, Charlie","Pit",144,1319,1319,738,14.148,581,14.148,0.37680060652009095,0.6194086429112965,0.0037907505686125853
665795,"Cabrera, Edward","Pit",146,829,829,480,14.157,349,14.157,0.3956574185765983,0.6019300361881785,0.0024125452352231603
607625,"Lugo, Seth","Pit",135,1038,1038,686,14.167,352,14.167,0.4624277456647399,0.5366088631984586,0.0009633911368015414
657746,"Ryan, Joe","Pit",142,1052,1052,685,14.179,367,14.179,0.502851711026616,0.4923954372623574,0.004752851711026616
624133,"Suárez, Ranger","Pit",143,881,881,582,14.181,299,14.181,0.43246311010215666,0.5629965947786606,0.004540295119182747
664139,"Gibaut, Ian","Pit",113,475,475,260,14.181,215,14.181,0.36210526315789476,0.6294736842105263,0.008421052631578947
593974,"Peralta, Wandy","Pit",147,373,373,270,14.194,103,14.194,0.46648793565683644,0.5308310991957105,0.002680965147453083
686218,"Sheehan, Emmet","Pit",119,435,435,312,14.218,123,14.218,0.4666666666666667,0.5333333333333333,0
682227,"Williamson, Brandon","Pit",113,881,881,605,14.249,276,14.249,0.4426787741203178,0.5539160045402951,0.00340522133938706
663623,"Irvin, Jake","Pit",120,1024,1024,629,14.249,395,14.249,0.4189453125,0.580078125,0.0009765625
456501,"Cueto, Johnny","Pit",146,363,363,268,14.279,95,14.279,0.4820936639118457,0.5151515151515151,0.0027548209366391185
548389,"Stripling, Ross","Pit",137,653,653,441,14.294,212,14.294,0.44104134762633995,0.55895865237366,0
681857,"Olson, Reese","Pit",116,816,816,570,14.338,246,14.338,0.4534313725490196,0.5453431372549019,0.0012254901960784314
669684,"Murphy, Chris","Pit",111,379,379,234,14.346,145,14.346,0.41952506596306066,0.575197889182058,0.005277044854881266
671096,"Abbott, Andrew","Pit",113,845,845,552,14.385,293,14.385,0.41420118343195267,0.5834319526627219,0.002366863905325444
663556,"McClanahan, Shane","Pit",139,747,747,512,14.386,235,14.386,0.48326639892904955,0.5153949129852744,0.0013386880856760374
641712,"Hudson, Dakota","Pit",138,579,579,365,14.415,214,14.415,0.38341968911917096,0.6079447322970639,0.008635578583765112
669212,"Morgan, Eli","Pit",114,491,491,299,14.437,192,14.437,0.3604887983706721,0.6334012219959266,0.006109979633401222
608379,"Wacha, Michael","Pit",135,994,994,652,14.459,342,14.459,0.38832997987927564,0.6106639839034205,0.001006036217303823
669160,"May, Dustin","Pit",119,325,325,209,14.469,116,14.469,0.4338461538461538,0.556923076923077,0.009230769230769232
641835,"Mayza, Tim","Pit",141,378,378,219,14.486,159,14.486,0.3783068783068783,0.6216931216931217,0
657053,"Toussaint, Touki","Pit",145,769,769,463,14.543,306,14.543,0.37711313394018203,0.6228868660598179,0
656271,"Burke, Brock","Pit",140,328,328,202,14.559,126,14.559,0.35365853658536583,0.6463414634146342,0
605200,"Davies, Zach","Pit",109,717,717,436,14.573,281,14.573,0.37517433751743373,0.6234309623430963,0.001394700139470014
669060,"Wilson, Bryse","Pit",158,492,492,299,14.573,193,14.573,0.34959349593495936,0.6463414634146342,0.0040650406504065045
605397,"Musgrove, Joe","Pit",135,677,677,445,14.579,232,14.579,0.39438700147710487,0.6011816838995568,0.004431314623338257
669459,"Nelson, Kyle","Pit",109,332,332,225,14.583,107,14.583,0.4367469879518072,0.5542168674698795,0.009036144578313253
657376,"Schmidt, Clarke","Pit",147,1190,1190,760,14.617,430,14.617,0.35378151260504204,0.6411764705882353,0.005042016806722689
543859,"Tonkin, Michael","Pit",144,530,530,325,14.634,205,14.634,0.3622641509433962,0.6320754716981132,0.005660377358490566
592791,"Taillon, Jameson","Pit",112,1092,1092,724,14.661,368,14.661,0.38278388278388276,0.6144688644688645,0.0027472527472527475
676130,"Butto, José","Pit",121,334,334,210,14.68,124,14.68,0.3592814371257485,0.6377245508982036,0.0029940119760479044
622075,"Almonte, Yency","Pit",119,383,383,224,14.683,159,14.683,0.3968668407310705,0.6031331592689295,0
642547,"Peralta, Freddy","Pit",158,1262,1262,861,14.698,401,14.698,0.3795562599049128,0.6188589540412044,0.001584786053882726
668868,"Thompson, Zack","Pit",138,562,562,361,14.71,201,14.71,0.38434163701067614,0.6103202846975089,0.005338078291814947
656232,"Bielak, Brandon","Pit",117,584,584,366,14.724,218,14.724,0.3818493150684932,0.6181506849315068,0
542881,"Anderson, Tyler","Pit",108,987,987,614,14.735,373,14.735,0.3738601823708207,0.6210739614994935,0.005065856129685917
623149,"Sewald, Paul","Pit",109,432,432,256,14.738,176,14.738,0.3541666666666667,0.6435185185185185,0.0023148148148148147
641793,"Littell, Zack","Pit",139,550,550,373,14.752,177,14.752,0.4018181818181818,0.5945454545454546,0.0036363636363636364
666745,"Brito, Jhony","Pit",147,643,643,440,14.767,203,14.767,0.37636080870917576,0.6236391912908242,0
643511,"Rogers, Tyler","Pit",137,485,485,306,14.783,179,14.783,0.36907216494845363,0.6247422680412371,0.006185567010309278
547179,"Lorenzen, Michael","Pit",143,990,990,653,14.787,337,14.787,0.4202020202020202,0.5797979797979798,0
606303,"Payamps, Joel","Pit",158,508,508,336,14.809,172,14.809,0.42913385826771655,0.5688976377952756,0.001968503937007874
657514,"Bernardino, Brennan","Pit",111,419,419,249,14.83,170,14.83,0.37708830548926014,0.6229116945107399,0
666142,"Ragans, Cole","Pit",118,633,633,391,14.84,242,14.84,0.344391785150079,0.655608214849921,0
666159,"Manning, Matt","Pit",116,545,545,383,14.842,162,14.842,0.3871559633027523,0.6091743119266055,0.003669724770642202
573186,"Stroman, Marcus","Pit",112,963,963,637,14.845,326,14.845,0.35514018691588783,0.6448598130841121,0
607536,"Freeland, Kyle","Pit",115,991,991,636,14.857,355,14.857,0.3420787083753784,0.6518668012108981,0.006054490413723511
670912,"Oviedo, Johan","Pit",134,1315,1315,812,14.863,503,14.863,0.32775665399239545,0.6653992395437263,0.006844106463878327
657508,"Baumann, Mike","Pit",110,446,446,242,14.869,204,14.869,0.34080717488789236,0.647982062780269,0.011210762331838564
543037,"Cole, Gerrit","Pit",147,1388,1388,992,14.873,396,14.873,0.3861671469740634,0.6087896253602305,0.005043227665706052
656412,"Faedo, Alex","Pit",116,463,463,340,14.885,123,14.885,0.3801295896328294,0.6198704103671706,0
548384,"Raley, Brooks","Pit",121,467,467,274,14.893,193,14.893,0.3576017130620985,0.6381156316916489,0.004282655246252677
666205,"Muller, Kyle","Pit",133,615,615,386,14.905,229,14.905,0.34308943089430893,0.656910569105691,0
656629,"Kopech, Michael","Pit",145,1060,1060,686,14.929,374,14.929,0.3311320754716981,0.6641509433962264,0.0047169811320754715
669194,"Nelson, Ryne","Pit",109,1020,1020,632,14.96,388,14.96,0.3176470588235294,0.6784313725490196,0.00392156862745098
663372,"Feltner, Ryan","Pit",115,359,359,192,14.971,167,14.971,0.3008356545961003,0.6852367688022284,0.013927576601671309
676684,"Vest, Will","Pit",116,338,338,224,14.982,114,14.982,0.35798816568047337,0.6420118343195266,0
666619,"Santos, Gregory","Pit",145,431,431,211,14.995,220,14.995,0.32018561484918795,0.6728538283062645,0.0069605568445475635
669713,"Wesneski, Hayden","Pit",112,689,689,458,15.005,231,15.005,0.33381712626995647,0.6647314949201741,0.001451378809869376
608032,"Estévez, Carlos","Pit",108,450,450,243,15.006,207,15.006,0.32,0.68,0
446372,"Kluber, Corey","Pit",111,431,431,266,15.012,165,15.012,0.3062645011600928,0.6890951276102089,0.004640371229698376
471911,"Carrasco, Carlos","Pit",121,718,718,433,15.021,285,15.021,0.3328690807799443,0.6643454038997214,0.002785515320334262
669438,"Englert, Mason","Pit",116,396,396,230,15.053,166,15.053,0.28535353535353536,0.7121212121212122,0.0025252525252525255
623211,"Brazoban, Huascar","Pit",146,409,409,225,15.063,184,15.063,0.2982885085574572,0.6919315403422983,0.009779951100244499
547943,"Ryu, Hyun Jin","Pit",141,370,370,228,15.067,142,15.067,0.2972972972972973,0.7027027027027027,0
656353,"Davidson, Tucker","Pit",118,368,368,183,15.09,185,15.09,0.23641304347826086,0.7635869565217391,0
666168,"Thompson, Mason","Pit",120,409,409,224,15.093,185,15.093,0.2616136919315403,0.7334963325183375,0.004889975550122249
518876,"Kelly, Merrill","Pit",109,1172,1172,818,15.117,354,15.117,0.33447098976109213,0.6638225255972696,0.0017064846416382253
665622,"Medina, Luis","Pit",133,858,858,540,15.118,318,15.118,0.3135198135198135,0.6853146853146853,0.0011655011655011655
612434,"Castro, Miguel","Pit",109,471,471,296,15.128,175,15.128,0.37791932059447986,0.6199575371549894,0.0021231422505307855
554430,"Wheeler, Zack","Pit",143,1355,1355,940,15.129,415,15.129,0.33210332103321033,0.6634686346863469,0.004428044280442804
